question_id,model_name,avg_score,question
2333,claude37,0.681,TNM DESCRIPTORS
2334,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2335,claude37,0.796,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2336,claude37,0.746,TUMOR SITE
2337,claude37,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2338,claude37,0.702,NUMBER OF LYMPH NODES EXAMINED
2339,claude37,0.827,PROCEDURE
2340,claude37,0.698,SPECIMEN LATERALITY
2341,claude37,0.714,HISTOLOGIC GRADE
2342,claude37,0.786,REGIONAL LYMPH NODE STATUS
2343,claude37,0.804,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2344,claude37,0.839,ADDITIONAL FINDINGS
2345,claude37,0.778,VISCERAL PLEURA INVASION
2346,claude37,0.71,TUMOR FOCALITY
2347,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2348,claude37,0.784,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2349,claude37,0.698,SPREAD THROUGH AIR SPACES (STAS)
2350,claude37,0.699,NODAL SITE(S) WITH TUMOR
2351,claude37,0.76,REGIONAL LYMPH NODE STATUS
2352,claude37,0.712,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2353,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2354,claude37,0.89,TUMOR SITE
2355,claude37,0.788,PROCEDURE
2356,claude37,0.697,SPECIMEN LATERALITY
2357,claude37,0.778,VISCERAL PLEURA INVASION
2358,claude37,0.763,NUMBER OF LYMPH NODES EXAMINED
2359,claude37,0.808,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2360,claude37,0.698,LYMPHOVASCULAR INVASION
2361,claude37,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2362,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2363,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2364,claude37,0.849,NODAL SITE(S) EXAMINED
2365,claude37,0.918,TUMOR FOCALITY
2366,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2367,claude37,0.76,HISTOLOGIC GRADE
2368,claude37,0.742,PROCEDURE
2369,claude37,0.78,VISCERAL PLEURA INVASION
2370,claude37,0.697,SPECIMEN LATERALITY
2371,claude37,0.855,MARGIN STATUS FOR INVASIVE CARCINOMA
2372,claude37,0.887,TUMOR SITE
2373,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2374,claude37,0.842,NODAL SITE(S) EXAMINED
2375,claude37,0.813,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2376,claude37,0.811,TUMOR FOCALITY
2377,claude37,0.815,REGIONAL LYMPH NODE STATUS
2378,claude37,0.733,LYMPHOVASCULAR INVASION
2379,claude37,0.706,NUMBER OF LYMPH NODES EXAMINED
2380,claude37,0.787,ADDITIONAL FINDINGS
2381,claude37,0.782,HISTOLOGIC GRADE
2382,claude37,0.781,REGIONAL LYMPH NODE STATUS
2383,claude37,0.887,TUMOR SITE
2384,claude37,0.855,MARGIN STATUS FOR INVASIVE CARCINOMA
2385,claude37,0.713,NUMBER OF LYMPH NODES EXAMINED
2386,claude37,0.753,NODAL SITE(S) EXAMINED
2387,claude37,0.811,TUMOR FOCALITY
2388,claude37,0.692,LYMPH NODE(S) FROM PRIOR PROCEDURES
2389,claude37,0.778,VISCERAL PLEURA INVASION
2390,claude37,0.837,PROCEDURE
2391,claude37,0.792,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2392,claude37,0.697,SPECIMEN LATERALITY
2393,claude37,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2394,claude37,0.782,HISTOLOGIC GRADE
2395,claude37,0.828,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2396,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2397,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2398,claude37,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2399,claude37,0.865,TUMOR SITE
2400,claude37,0.698,VISCERAL PLEURA INVASION
2401,claude37,0.703,NUMBER OF LYMPH NODES EXAMINED
2402,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2403,claude37,0.811,TUMOR FOCALITY
2404,claude37,0.821,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2405,claude37,0.698,SPECIMEN LATERALITY
2406,claude37,0.681,NODAL SITE(S) EXAMINED
2407,claude37,0.793,PROCEDURE
2408,claude37,0.815,REGIONAL LYMPH NODE STATUS
2409,claude37,0.82,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2410,claude37,0.798,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2411,claude37,0.782,HISTOLOGIC GRADE
2412,claude37,0.815,REGIONAL LYMPH NODE STATUS
2413,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2414,claude37,0.811,TUMOR FOCALITY
2415,claude37,0.697,SPECIMEN LATERALITY
2416,claude37,0.732,ADDITIONAL FINDINGS
2417,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2418,claude37,0.724,NODAL SITE(S) EXAMINED
2419,claude37,0.778,VISCERAL PLEURA INVASION
2420,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2421,claude37,0.703,NUMBER OF LYMPH NODES EXAMINED
2422,claude37,0.827,PROCEDURE
2423,claude37,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2424,claude37,0.887,TUMOR SITE
2425,claude37,0.697,SPECIMEN LATERALITY
2426,claude37,0.692,TUMOR FOCALITY
2427,claude37,0.722,REGIONAL LYMPH NODE STATUS
2428,claude37,0.778,VISCERAL PLEURA INVASION
2429,claude37,0.705,NUMBER OF LYMPH NODES WITH TUMOR
2430,claude37,0.791,PROCEDURE
2431,claude37,0.687,NODAL SITE(S) WITH TUMOR
2432,claude37,0.795,TNM DESCRIPTORS
2433,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2434,claude37,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2435,claude37,0.69,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2436,claude37,0.89,TUMOR SITE
2437,claude37,0.705,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2438,claude37,0.681,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2439,claude37,0.779,NODAL SITE(S) EXAMINED
2440,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2441,claude37,0.827,PROCEDURE
2442,claude37,0.698,SPECIMEN LATERALITY
2443,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2444,claude37,0.811,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2445,claude37,0.811,TUMOR FOCALITY
2446,claude37,0.904,HISTOLOGIC GRADE
2447,claude37,0.738,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2448,claude37,0.778,VISCERAL PLEURA INVASION
2449,claude37,0.888,TUMOR SITE
2450,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2451,claude37,0.709,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2452,claude37,0.73,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2453,claude37,0.85,NODAL SITE(S) EXAMINED
2454,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2455,claude37,0.698,SPECIMEN LATERALITY
2456,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2457,claude37,0.789,ADDITIONAL FINDINGS
2458,claude37,0.698,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2459,claude37,0.788,PROCEDURE
2460,claude37,0.835,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2461,claude37,0.782,HISTOLOGIC GRADE
2462,claude37,0.815,REGIONAL LYMPH NODE STATUS
2463,claude37,0.811,TUMOR FOCALITY
2464,claude37,0.698,VISCERAL PLEURA INVASION
2465,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2466,claude37,0.888,TUMOR SITE
2467,claude37,0.698,NUMBER OF LYMPH NODES EXAMINED
2468,claude37,0.826,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2469,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2470,claude37,0.778,SPREAD THROUGH AIR SPACES (STAS)
2471,claude37,0.697,SPECIMEN LATERALITY
2472,claude37,0.872,ADDITIONAL FINDINGS
2473,claude37,0.89,TUMOR SITE
2474,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2475,claude37,0.782,HISTOLOGIC GRADE
2476,claude37,0.811,TUMOR FOCALITY
2477,claude37,0.827,PROCEDURE
2478,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2479,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2480,claude37,0.698,VISCERAL PLEURA INVASION
2481,claude37,0.837,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2482,claude37,0.887,TUMOR SITE
2483,claude37,0.742,NODAL SITE(S) WITH TUMOR
2484,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2485,claude37,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2486,claude37,0.811,TUMOR FOCALITY
2487,claude37,0.892,HISTOLOGIC GRADE
2488,claude37,0.78,VISCERAL PLEURA INVASION
2489,claude37,0.824,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2490,claude37,0.856,PROCEDURE
2491,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2492,claude37,0.707,REGIONAL LYMPH NODE STATUS
2493,claude37,0.698,SPREAD THROUGH AIR SPACES (STAS)
2494,claude37,0.887,NODAL SITE(S) EXAMINED
2495,claude37,0.697,SPECIMEN LATERALITY
2496,claude37,0.817,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2497,claude37,0.759,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2498,claude37,0.723,NODAL SITE(S) EXAMINED
2499,claude37,0.73,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2500,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2501,claude37,0.698,VISCERAL PLEURA INVASION
2502,claude37,0.815,REGIONAL LYMPH NODE STATUS
2503,claude37,0.811,TUMOR FOCALITY
2504,claude37,0.89,TUMOR SITE
2505,claude37,0.904,HISTOLOGIC GRADE
2506,claude37,0.826,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2507,claude37,0.824,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2508,claude37,0.718,SPREAD THROUGH AIR SPACES (STAS)
2509,claude37,0.816,ADDITIONAL FINDINGS
2510,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2511,claude37,0.788,PROCEDURE
2512,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2513,claude37,0.697,SPECIMEN LATERALITY
2514,claude37,0.811,TUMOR FOCALITY
2515,claude37,0.817,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2516,claude37,0.76,HISTOLOGIC GRADE
2517,claude37,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2518,claude37,0.853,NODAL SITE(S) EXAMINED
2519,claude37,0.697,SPECIMEN LATERALITY
2520,claude37,0.698,SPREAD THROUGH AIR SPACES (STAS)
2521,claude37,0.856,TUMOR SITE
2522,claude37,0.815,REGIONAL LYMPH NODE STATUS
2523,claude37,0.706,LYMPH NODE(S) FROM PRIOR PROCEDURES
2524,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2525,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2526,claude37,0.793,PROCEDURE
2527,claude37,0.778,VISCERAL PLEURA INVASION
2528,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2529,claude37,0.687,NUMBER OF LYMPH NODES EXAMINED
2530,claude37,0.818,ADDITIONAL FINDINGS
2531,claude37,0.782,HISTOLOGIC GRADE
2532,claude37,0.797,NODAL SITE(S) EXAMINED
2533,claude37,0.819,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2534,claude37,0.778,VISCERAL PLEURA INVASION
2535,claude37,0.698,SPREAD THROUGH AIR SPACES (STAS)
2536,claude37,0.733,PROCEDURE
2537,claude37,0.815,REGIONAL LYMPH NODE STATUS
2538,claude37,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2539,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2540,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2541,claude37,0.811,TUMOR FOCALITY
2542,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2543,claude37,0.888,TUMOR SITE
2544,claude37,0.72,NUMBER OF LYMPH NODES EXAMINED
2545,claude37,0.698,SPECIMEN LATERALITY
2546,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2547,claude37,0.76,NODAL SITE(S) EXAMINED
2548,claude37,0.815,REGIONAL LYMPH NODE STATUS
2549,claude37,0.76,HISTOLOGIC GRADE
2550,claude37,0.811,TUMOR FOCALITY
2551,claude37,0.749,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2552,claude37,0.698,SPECIMEN LATERALITY
2553,claude37,0.788,PROCEDURE
2554,claude37,0.698,SPREAD THROUGH AIR SPACES (STAS)
2555,claude37,0.694,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2556,claude37,0.681,MARGIN STATUS FOR INVASIVE CARCINOMA
2557,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2558,claude37,0.713,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2559,claude37,0.842,TUMOR SITE
2560,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2561,claude37,0.778,VISCERAL PLEURA INVASION
2562,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2563,claude37,0.816,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2564,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2565,claude37,0.698,SPECIMEN LATERALITY
2566,claude37,0.833,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2567,claude37,0.888,TUMOR SITE
2568,claude37,0.698,SPREAD THROUGH AIR SPACES (STAS)
2569,claude37,0.827,PROCEDURE
2570,claude37,0.811,TUMOR FOCALITY
2571,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2572,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2573,claude37,0.778,VISCERAL PLEURA INVASION
2574,claude37,0.782,HISTOLOGIC GRADE
2575,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2576,claude37,0.798,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2577,claude37,0.827,PROCEDURE
2578,claude37,0.713,NUMBER OF LYMPH NODES EXAMINED
2579,claude37,0.698,SPECIMEN LATERALITY
2580,claude37,0.847,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2581,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2582,claude37,0.778,VISCERAL PLEURA INVASION
2583,claude37,0.815,REGIONAL LYMPH NODE STATUS
2584,claude37,0.811,TUMOR FOCALITY
2585,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2586,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2587,claude37,0.888,TUMOR SITE
2588,claude37,0.679,NODAL SITE(S) EXAMINED
2589,claude37,0.778,SPREAD THROUGH AIR SPACES (STAS)
2590,claude37,0.728,NODAL SITE(S) EXAMINED
2591,claude37,0.782,HISTOLOGIC GRADE
2592,claude37,0.811,TUMOR FOCALITY
2593,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2594,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2595,claude37,0.696,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2596,claude37,0.778,VISCERAL PLEURA INVASION
2597,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2598,claude37,0.827,PROCEDURE
2599,claude37,0.697,SPECIMEN LATERALITY
2600,claude37,0.815,REGIONAL LYMPH NODE STATUS
2601,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2602,claude37,0.803,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2603,claude37,0.713,NUMBER OF LYMPH NODES EXAMINED
2604,claude37,0.893,TUMOR SITE
2605,claude37,0.697,SPECIMEN LATERALITY
2606,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2607,claude37,0.89,TUMOR SITE
2608,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2609,claude37,0.797,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2610,claude37,0.827,PROCEDURE
2611,claude37,0.811,TUMOR FOCALITY
2612,claude37,0.786,NODAL SITE(S) EXAMINED
2613,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2614,claude37,0.904,HISTOLOGIC GRADE
2615,claude37,0.784,REGIONAL LYMPH NODE STATUS
2616,claude37,0.813,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2617,claude37,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2618,claude37,0.778,VISCERAL PLEURA INVASION
2619,claude37,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2620,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2621,claude37,0.7,NUMBER OF LYMPH NODES WITH TUMOR
2622,claude37,0.809,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2623,claude37,0.728,PROCEDURE
2624,claude37,0.786,TUMOR SITE
2625,claude37,0.811,TUMOR FOCALITY
2626,claude37,0.72,TNM DESCRIPTORS
2627,claude37,0.697,SPECIMEN LATERALITY
2628,claude37,0.698,LYMPHOVASCULAR INVASION
2629,claude37,0.727,NODAL SITE(S) EXAMINED
2630,claude37,0.76,HISTOLOGIC GRADE
2631,claude37,0.882,NODAL SITE(S) WITH TUMOR
2632,claude37,0.813,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2633,claude37,0.816,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2634,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2635,claude37,0.778,VISCERAL PLEURA INVASION
2636,claude37,0.78,REGIONAL LYMPH NODE STATUS
2637,claude37,0.683,NODAL SITE(S) EXAMINED
2638,claude37,0.788,PROCEDURE
2639,claude37,0.778,VISCERAL PLEURA INVASION
2640,claude37,0.755,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2641,claude37,0.698,SPECIMEN LATERALITY
2642,claude37,0.685,ADDITIONAL FINDINGS
2643,claude37,0.838,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2644,claude37,0.78,SPREAD THROUGH AIR SPACES (STAS)
2645,claude37,0.697,NUMBER OF LYMPH NODES EXAMINED
2646,claude37,0.89,TUMOR SITE
2647,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2648,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2649,claude37,0.811,TUMOR FOCALITY
2650,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2651,claude37,0.815,REGIONAL LYMPH NODE STATUS
2652,claude37,0.782,HISTOLOGIC GRADE
2653,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2654,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2655,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2656,claude37,0.698,SPREAD THROUGH AIR SPACES (STAS)
2657,claude37,0.888,NODAL SITE(S) EXAMINED
2658,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2659,claude37,0.788,PROCEDURE
2660,claude37,0.782,HISTOLOGIC GRADE
2661,claude37,0.811,TUMOR FOCALITY
2662,claude37,0.815,REGIONAL LYMPH NODE STATUS
2663,claude37,0.791,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2664,claude37,0.778,VISCERAL PLEURA INVASION
2665,claude37,0.698,NUMBER OF LYMPH NODES EXAMINED
2666,claude37,0.811,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2667,claude37,0.802,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2668,claude37,0.89,TUMOR SITE
2669,claude37,0.697,SPECIMEN LATERALITY
2670,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2671,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2672,claude37,0.783,ADDITIONAL FINDINGS
2673,claude37,0.756,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2674,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2675,claude37,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2676,claude37,0.778,SPREAD THROUGH AIR SPACES (STAS)
2677,claude37,0.888,TUMOR SITE
2678,claude37,0.675,NODAL SITE(S) EXAMINED
2679,claude37,0.892,HISTOLOGIC GRADE
2680,claude37,0.745,LYMPHOVASCULAR INVASION
2681,claude37,0.698,SPECIMEN LATERALITY
2682,claude37,0.713,NUMBER OF LYMPH NODES EXAMINED
2683,claude37,0.778,VISCERAL PLEURA INVASION
2684,claude37,0.793,PROCEDURE
2685,claude37,0.815,REGIONAL LYMPH NODE STATUS
2686,claude37,0.821,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2687,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2688,claude37,0.811,TUMOR FOCALITY
2689,claude37,0.778,VISCERAL PLEURA INVASION
2690,claude37,0.713,NUMBER OF LYMPH NODES WITH TUMOR
2691,claude37,0.788,HISTOLOGIC GRADE
2692,claude37,0.683,LYMPH NODE(S) FROM PRIOR PROCEDURES
2693,claude37,0.778,SPREAD THROUGH AIR SPACES (STAS)
2694,claude37,0.828,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2695,claude37,0.811,TUMOR FOCALITY
2696,claude37,0.876,TUMOR SITE
2697,claude37,0.706,MARGIN STATUS FOR INVASIVE CARCINOMA
2698,claude37,0.693,NUMBER OF LYMPH NODES EXAMINED
2699,claude37,0.697,SPECIMEN LATERALITY
2700,claude37,0.709,REGIONAL LYMPH NODE STATUS
2701,claude37,0.747,NODAL SITE(S) EXAMINED
2702,claude37,0.788,PROCEDURE
2703,claude37,0.69,MARGIN STATUS FOR NON-INVASIVE TUMOR
2704,claude37,0.736,SPREAD THROUGH AIR SPACES (STAS)
2705,claude37,0.75,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2706,claude37,0.823,NODAL SITE(S) EXAMINED
2707,claude37,0.855,MARGIN STATUS FOR INVASIVE CARCINOMA
2708,claude37,0.778,VISCERAL PLEURA INVASION
2709,claude37,0.739,ADDITIONAL FINDINGS
2710,claude37,0.765,PROCEDURE
2711,claude37,0.698,LYMPHOVASCULAR INVASION
2712,claude37,0.796,REGIONAL LYMPH NODE STATUS
2713,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2714,claude37,0.7,NUMBER OF LYMPH NODES WITH TUMOR
2715,claude37,0.697,SPECIMEN LATERALITY
2716,claude37,0.689,TUMOR SITE
2717,claude37,0.729,NUMBER OF LYMPH NODES EXAMINED
2718,claude37,0.73,NODAL SITE(S) WITH TUMOR
2719,claude37,0.811,TUMOR FOCALITY
2720,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2721,claude37,0.851,TUMOR SITE
2722,claude37,0.698,LYMPHOVASCULAR INVASION
2723,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2724,claude37,0.862,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2725,claude37,0.804,NODAL SITE(S) EXAMINED
2726,claude37,0.697,SPECIMEN LATERALITY
2727,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2728,claude37,0.778,VISCERAL PLEURA INVASION
2729,claude37,0.818,ADDITIONAL FINDINGS
2730,claude37,0.801,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2731,claude37,0.827,PROCEDURE
2732,claude37,0.708,TUMOR FOCALITY
2733,claude37,0.782,HISTOLOGIC GRADE
2734,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2735,claude37,0.698,SPREAD THROUGH AIR SPACES (STAS)
2736,claude37,0.735,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2737,claude37,0.815,REGIONAL LYMPH NODE STATUS
2738,claude37,0.742,MARGIN STATUS FOR INVASIVE CARCINOMA
2739,claude37,0.771,LYMPHOVASCULAR INVASION
2740,claude37,0.698,SPREAD THROUGH AIR SPACES (STAS)
2741,claude37,0.811,TUMOR FOCALITY
2742,claude37,0.788,PROCEDURE
2743,claude37,0.871,NODAL SITE(S) WITH TUMOR
2744,claude37,0.78,VISCERAL PLEURA INVASION
2745,claude37,0.72,NUMBER OF LYMPH NODES WITH TUMOR
2746,claude37,0.736,REGIONAL LYMPH NODE STATUS
2747,claude37,0.698,NUMBER OF LYMPH NODES EXAMINED
2748,claude37,0.706,MARGIN STATUS FOR NON-INVASIVE TUMOR
2749,claude37,0.738,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2750,claude37,0.697,SPECIMEN LATERALITY
2751,claude37,0.775,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2752,claude37,0.76,HISTOLOGIC GRADE
2753,claude37,0.78,NODAL SITE(S) EXAMINED
2754,claude37,0.824,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2755,claude37,0.89,TUMOR SITE
2756,claude37,0.683,LYMPH NODE(S) FROM PRIOR PROCEDURES
2757,claude37,0.945,LYMPH NODE(S) FROM PRIOR PROCEDURES
2758,claude37,0.792,REGIONAL LYMPH NODE STATUS
2759,claude37,0.811,TUMOR FOCALITY
2760,claude37,0.708,LYMPHOVASCULAR INVASION
2761,claude37,0.849,TOTAL TUMOR SIZE (SIZE OF ENTIRE TUMOR)
2762,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2763,claude37,0.94,MARGIN STATUS FOR NON-INVASIVE TUMOR
2764,claude37,0.89,TUMOR SITE
2765,claude37,0.761,CLOSEST MARGIN(S) TO INVASIVE CARCINOMA
2766,claude37,0.698,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
2767,claude37,0.778,VISCERAL PLEURA INVASION
2768,claude37,0.788,PROCEDURE
2769,claude37,0.876,NODAL SITE(S) EXAMINED
2770,claude37,0.697,SPECIMEN LATERALITY
2771,claude37,0.793,HISTOLOGIC GRADE
2772,claude37,0.717,REGIONAL LYMPH NODE STATUS
2773,claude37,0.883,MARGIN STATUS FOR INVASIVE CARCINOMA
2774,claude37,0.851,TUMOR SITE
2775,claude37,0.691,NUMBER OF LYMPH NODES EXAMINED
2776,claude37,0.684,DISTANCE FROM INVASIVE CARCINOMA TO CLOSEST MARGIN
